,City,Latitude,Longitude,Temperature,Humidity,Cloudiness,Wind Speed
421,Buala,-8.14,159.59,81.734,84,100,6.28
422,Chodavaram,17.83,82.95,71.86999999999996,94,20,1.0
423,Darhan,49.49,105.92,2.624000000000013,79,100,1.06
424,Rio Branco,-9.97,-67.81,73.66999999999996,100,100,1.0
425,Byron Bay,-28.65,153.62,80.86999999999996,94,90,2.6
426,Cairns,-16.92,145.77,98.86999999999996,37,1,6.2
427,Krasnyy Chikoy,50.36,108.75,1.706000000000028,89,100,0.91
428,Belyy Yar,53.6,91.39,7.069999999999958,77,0,0.61
429,Raja,8.46,25.68,60.69199999999999,17,100,2.44
430,Moscow,55.75,37.62,28.27400000000001,86,90,3.0
431,Khash,28.22,61.22,42.817999999999984,57,20,2.41
432,Wagar,16.15,36.2,52.592,93,29,1.49
433,Le Port,-20.94,55.29,82.66999999999996,65,90,6.7
434,Slavjanovo,43.47,24.87,35.27599999999999,72,20,2.1
435,Samana,19.21,-69.34,69.18800000000005,97,16,1.27
436,Korla,41.76,86.15,25.93399999999999,49,9,3.62
437,Batalha,-9.68,-37.12,76.85600000000002,78,1,3.96
438,Benghazi,32.12,20.07,60.58399999999999,85,43,3.54
439,Konya,38.17,32.5,35.86999999999996,93,75,1.5
440,Aasiaat,68.71,-52.87,-9.72400000000001,72,0,1.85
441,City of San Pedro,14.35,121.02,84.46999999999997,58,75,3.1
442,Udangudi,8.43,78.02,79.06999999999996,78,40,4.1
443,Kiryat Gat,31.61,34.76,53.27599999999999,62,0,1.0
444,Olivenza,38.68,-7.1,52.26799999999999,94,98,0.98
445,Seoul,37.57,126.98,50.26999999999996,76,75,1.5
446,Kutum,14.2,24.67,42.44000000000002,26,59,1.9
447,Khovd,48.01,91.64,10.90399999999995,48,0,1.85
448,Itoman,26.12,127.67,79.06999999999996,69,40,8.2
449,Alice Springs,-23.7,133.88,98.86999999999996,13,0,3.6
450,Luganville,-15.53,167.17,89.86999999999996,70,40,2.6
451,Turtas,58.94,69.13,6.566000000000006,93,100,3.86
452,Myanaung,18.28,95.32,76.226,23,0,1.71
453,Ust'-Koksa,50.27,85.61,12.956000000000028,61,0,2.14
454,Chara,56.91,118.26,-13.41399999999998,73,0,0.79
455,Takoradze,4.88,-1.76,75.83000000000004,95,0,0.75
456,Kalevala,65.2,31.17,31.60399999999995,95,100,3.39
457,Charters Towers,-20.1,146.27,97.66400000000003,19,1,5.55
458,Fendou,46.65,124.87,19.79600000000005,93,100,8.11
459,Tema,5.67,-0.02,80.86999999999996,47,80,2.6
460,Gatton,-27.55,152.28,77.26999999999995,88,75,5.7
461,Voznesenskoye,54.89,42.76,14.68399999999999,93,100,3.38
462,Scarborough,54.28,-0.4,39.469999999999956,93,100,4.1
463,Sabang,5.89,95.32,82.81400000000004,77,13,4.78
464,Dovolnoye,54.5,79.67,3.59600000000005,77,39,5.39
465,Necochea,-38.55,-58.74,68.26999999999995,86,0,3.13
466,La Palma,33.85,-118.05,59.26999999999996,76,1,2.29
467,Lovozero,68.0,35.01,26.222000000000037,91,100,2.09
468,Pathein,16.78,94.73,76.58599999999997,55,23,4.85
469,Tevriz,57.51,72.4,-0.5620000000000047,87,33,3.23
470,Baruun-Urt,46.68,113.28,7.951999999999973,82,97,7.41
471,Mbarara,-0.61,30.65,63.158,81,97,1.63
472,Fuxin,42.02,121.66,47.93000000000004,58,16,3.14
473,Zarubino,42.63,131.09,34.12400000000001,83,0,2.21
474,Nizwa,22.93,57.53,54.76999999999996,74,100,0.52
475,Peniche,39.36,-9.38,55.274000000000015,93,90,2.1
476,Rock Island,41.51,-90.58,33.27799999999996,98,90,1.5
477,Palmer,42.16,-72.33,39.469999999999956,51,90,5.1
478,Asau,46.43,26.4,32.26999999999996,72,44,1.0
479,Kelso,46.15,-122.91,43.06999999999996,87,1,1.12
480,Hoquiam,46.98,-123.89,46.66999999999996,87,90,1.03
481,Verkhniy Fiagdon,42.83,44.31,24.206000000000028,58,71,2.07
482,Durazno,-33.41,-56.5,66.84800000000003,73,0,6.62
483,Mahanoro,-19.9,48.8,78.85399999999996,87,99,9.87
484,La Chaux-de-Fonds,47.1,6.83,32.26999999999996,86,34,0.59
485,Auki,-8.77,160.7,79.19600000000005,85,100,1.65
486,Goderich,43.75,-81.72,33.27799999999996,83,100,3.73
487,San Juan,-31.54,-68.54,82.30999999999997,40,12,6.57
488,Kayerkan,69.35,87.76,10.669999999999959,92,90,14.0
489,Ilebo,-4.32,20.58,71.43800000000005,91,43,0.69
490,George Town,5.41,100.34,82.66999999999996,83,20,3.1
491,Biak,-0.91,122.88,85.316,63,100,1.61
492,Rome,43.21,-75.46,39.272000000000034,64,40,2.6
493,Kharsia,21.97,83.12,67.71199999999996,28,0,1.64
494,Crna na Koroskem,46.47,14.85,30.272000000000038,92,54,0.5
495,Benito Juarez,19.39,-99.17,66.46999999999997,39,40,4.6
496,Bataipora,-22.3,-53.27,70.66400000000004,96,0,1.41
497,Laas,46.62,10.7,31.261999999999954,62,75,3.1
498,Najran,17.49,44.13,50.26999999999996,46,100,2.6
499,Andra,62.51,65.89,14.14399999999997,97,100,1.76
500,Steinbach am Taunus,50.17,8.57,37.274000000000015,92,90,1.5
501,Baharly,38.44,57.43,40.64000000000002,24,0,2.96
502,Fernley,39.61,-119.25,44.86999999999996,30,1,4.1
503,Rolla,37.95,-91.77,36.266000000000005,86,90,3.6
504,Albemarle,35.35,-80.2,62.27599999999999,93,90,2.6
505,Touros,-5.2,-35.46,80.86999999999996,83,75,2.1
506,Salinas,36.68,-121.66,56.26400000000004,81,90,4.6
507,Hamada,34.88,132.08,53.86999999999996,87,75,2.1
508,Straengnaes,59.38,17.03,32.26999999999996,86,0,3.6
509,Gamba,-2.65,10.0,77.03599999999997,88,99,2.16
510,Marzuq,14.4,46.47,54.96799999999999,56,100,4.07
511,Aswan,24.09,32.91,53.86999999999996,79,0,7.2
512,Naron,43.52,-8.15,57.272000000000034,82,20,9.3
513,Thinadhoo,0.53,72.93,82.21999999999997,79,45,2.94
514,San Miguel de Tucuman,-26.82,-65.22,71.86999999999996,83,90,2.1
515,Harrisburg,40.27,-76.88,38.26400000000003,93,90,4.1
516,Avanigadda,16.02,80.92,77.26999999999995,78,40,2.03
517,Ipixuna,-1.76,-48.8,77.26999999999995,94,75,1.5
518,Epe,6.58,3.98,69.78200000000001,81,46,1.7
519,Viedma,-40.81,-63.0,67.87400000000002,55,29,7.09
520,Yumen,40.28,97.2,25.375999999999987,22,100,1.55
521,Springdale,36.19,-94.13,37.274000000000015,100,90,5.1
522,Nevers,46.99,3.16,39.469999999999956,80,100,3.6
523,Oranjemund,-28.55,16.43,64.34600000000006,90,51,5.32
524,Barabai,-2.58,115.38,88.25,56,100,1.63
525,Banjar,-8.19,114.97,88.06999999999996,79,20,2.6
526,Tomarovka,50.68,36.23,32.26999999999996,96,90,4.0
527,Shahr-e Kord,32.33,50.86,16.069999999999958,56,0,1.0
528,Poum,-20.23,164.02,82.70600000000003,83,84,5.01
529,Murwara,23.85,80.4,64.958,31,0,2.17
530,Lahaina,20.88,-156.68,80.86999999999996,73,40,5.1
531,San Cristobal,7.77,-72.22,80.86999999999996,65,40,1.0
532,Illapel,-31.63,-71.17,57.74000000000002,84,100,1.46
533,Zhigansk,66.77,123.37,-31.036000000000023,92,0,2.27
534,Severodvinsk,64.56,39.83,34.06999999999996,86,20,2.0
535,Boa Vista,2.82,-60.67,80.86999999999996,69,75,4.6
536,Diffa,13.32,12.61,58.225999999999985,36,4,4.7
537,Teguise,29.06,-13.56,64.66999999999996,39,100,3.1
538,Pecos,31.42,-103.49,46.66999999999996,46,1,3.1
539,Monkey Bay,-14.07,34.92,74.71400000000003,84,100,1.12
540,Praia da Vitoria,38.73,-27.07,55.66999999999996,93,40,6.7
541,Lerwick,60.15,-1.15,39.469999999999956,71,38,9.3
542,Portree,57.41,-6.19,39.272000000000034,85,91,2.68
543,Buenos Aires,-34.61,-58.38,79.26799999999999,78,0,4.1
544,Noyon,49.58,3.0,43.06999999999996,86,100,5.7
545,Mingora,34.78,72.36,42.13399999999999,93,100,0.63
546,Yabelo,4.88,38.08,64.74199999999999,77,20,2.59
547,Senador Jose Porfirio,-2.59,-51.95,73.54399999999998,96,98,2.01
548,Shache,38.42,77.24,40.26199999999996,93,87,1.33
549,Constantine,36.37,6.61,41.26999999999996,86,100,1.13
550,Eyl,7.98,49.82,77.43200000000002,74,46,14.12
551,Lakes Entrance,-37.88,147.98,75.27200000000005,98,71,2.68
552,Saint George,37.1,-113.58,48.272000000000034,28,1,2.1
553,Sorong,-0.88,131.25,91.21999999999997,53,98,2.21
554,Urengoy,65.97,78.37,11.822000000000035,94,100,5.68
555,Petawawa,45.9,-77.33,29.26400000000003,63,1,1.0
556,Amla,21.93,78.12,67.67599999999999,34,0,0.12
557,Assiniboia,49.63,-105.98,-16.725999999999992,78,0,1.86
558,Lethem,3.38,-59.8,81.14000000000001,57,46,6.04
559,Anloga,5.79,0.9,77.26999999999995,65,64,2.01
560,The Pas,53.83,-101.25,-7.329999999999991,48,1,6.7
561,Arica,-18.48,-70.3,71.86999999999996,68,75,1.5
562,Punta Alta,-38.88,-62.07,78.31400000000004,47,33,6.92
563,Tura,25.52,90.22,70.89800000000002,42,1,1.54
564,Price,39.6,-110.81,32.26999999999996,71,1,6.2
565,Saint Anthony,45.02,-93.22,8.275999999999986,45,1,8.2
566,Dukat,62.55,155.55,-4.720000000000013,52,0,1.55
567,Buchanan,5.88,-10.05,75.46999999999997,94,40,2.6
568,Kysyl-Syr,63.9,122.76,-24.05199999999998,97,24,1.31
569,Pativilca,-10.7,-77.78,69.16999999999996,93,100,4.14
