,City,Country,Latitude,Longitude,Temperature,Humidity,Cloudiness,Wind Speed
387,Abu Dhabi,AE,24.47,54.37,66.46999999999997,55,92,2.1
388,Luza,RU,60.63,47.25,32.35999999999998,97,100,3.53
389,Sambava,MG,-14.27,50.17,72.19399999999997,97,42,0.9
390,Marabu,MY,4.41,114.01,89.86999999999996,66,75,4.6
391,Meadow Lake,US,34.8,-106.54,50.26999999999996,57,40,2.1
392,Provideniya,RU,64.38,-173.3,5.269999999999957,65,100,7.0
393,Promyshlennaya,RU,54.92,85.64,25.069999999999958,92,90,5.0
394,Sao Jose da Coroa Grande,BR,-8.9,-35.15,82.23800000000006,79,100,4.18
395,Muroto,JP,33.28,134.15,55.66999999999996,43,75,1.0
396,Hailar,CN,49.2,119.7,3.4519999999999733,84,71,2.49
397,Nadvoitsy,RU,63.87,34.32,22.009999999999977,90,96,3.42
398,Drumnadrochit,GB,57.33,-4.48,44.86999999999996,86,39,2.6
399,Dudinka,RU,69.41,86.18,14.269999999999957,92,75,14.0
400,Myitkyina,MM,25.38,97.4,71.09600000000006,48,100,1.56
401,San Vicente de Canete,PE,-13.08,-76.38,71.816,92,100,1.81
402,Bonthe,SL,7.53,-12.51,78.368,91,18,1.73
403,San Miguel,SV,13.48,-88.18,84.46999999999997,79,0,1.5
404,Bandarbeyla,SO,9.49,50.81,77.64800000000002,73,100,3.56
405,Roald,NO,62.58,6.13,45.266000000000005,60,100,6.2
406,Buchanan,LR,5.88,-10.05,75.46999999999997,94,75,0.96
407,The Valley,AI,18.22,-63.06,79.06999999999996,73,20,7.2
408,Berlevag,NO,70.86,29.09,19.66999999999996,85,75,8.7
409,Chik,RU,54.99,82.43,30.46999999999996,92,90,5.0
410,Neuquen,AR,-38.95,-68.06,64.66999999999996,27,0,1.5
411,Concarneau,FR,47.88,-3.92,51.27799999999996,87,90,6.2
412,Otane,NZ,-39.88,176.63,85.26199999999996,40,67,1.79
413,Bixby,US,35.94,-95.88,48.469999999999956,39,90,6.7
414,Dankov,RU,53.25,39.16,32.26999999999996,90,76,3.0
415,Igurubi,TZ,-4.0,33.7,65.49800000000002,88,3,1.26
416,Gambela,ET,8.25,34.58,77.71999999999997,61,47,2.13
417,Sri Aman,MY,1.24,111.46,86.26999999999995,70,75,2.6
418,Hithadhoo,MV,-0.6,73.08,83.60600000000002,78,55,7.44
419,Aykhal,RU,66.0,111.5,3.46999999999996,91,64,3.0
420,Egvekinot,RU,66.32,-179.17,-14.170000000000009,87,0,4.35
421,Itoman,JP,26.12,127.67,70.06999999999996,49,40,2.6
422,Saint-Augustin,CA,51.23,-58.65,24.043999999999972,87,100,8.69
423,Vestmannaeyjar,IS,63.44,-20.27,37.346000000000046,83,80,11.09
424,Mercedes,AR,-34.65,-59.43,70.26799999999999,68,0,4.47
425,Dunedin,NZ,-45.87,170.5,62.27599999999999,78,95,0.89
426,Ontario,US,34.06,-117.65,63.266000000000005,67,1,2.6
427,Kumul,CN,42.8,93.45,26.708000000000006,50,98,1.8
428,Kampene,CD,-3.6,26.67,67.65800000000002,99,95,0.49
429,Beyla,GN,8.68,-8.63,75.03800000000004,62,76,1.78
430,Kristinestad,FI,62.27,21.38,26.491999999999997,82,0,0.7
431,Fortuna,US,40.6,-124.16,47.26400000000003,93,1,0.4
432,Port Blair,IN,11.67,92.75,84.46999999999997,74,40,4.1
433,Khrebtovaya,RU,56.7,104.25,13.333999999999993,93,71,3.67
434,Ampanihy,MG,-24.7,44.75,74.20999999999998,82,54,2.0
435,Mumford,GH,5.26,-0.76,78.06199999999995,89,52,1.2
436,Noumea,NC,-22.28,166.46,89.86999999999996,52,75,6.7
437,Phan Thong,TH,13.47,101.1,91.27400000000002,45,30,6.7
438,Cobija,BO,-11.03,-68.77,76.118,81,100,1.06
439,Celestun,MX,20.87,-90.4,78.24199999999999,86,0,10.26
440,Cervo,ES,43.67,-7.41,45.266000000000005,1,0,1.86
441,Gaoyou,CN,32.79,119.43,61.26799999999999,49,0,0.89
442,Turukhansk,RU,65.82,87.98,16.033999999999992,93,100,5.56
443,Shediac,CA,46.22,-64.54,16.069999999999958,52,20,6.2
444,Talcahuano,CL,-36.72,-73.12,57.469999999999956,71,0,4.6
445,Prisacani,RO,47.08,27.88,37.66999999999996,69,87,2.6
446,Tangshan,CN,39.63,118.18,41.32400000000001,63,20,2.65
447,Washington,US,47.5,-120.5,34.06999999999996,47,1,2.1
448,Chapais,CA,49.78,-74.85,-18.12999999999999,75,1,1.5
449,Abu Samrah,SY,35.3,37.18,46.75999999999998,90,0,4.99
450,Mulanje,MW,-16.03,35.5,65.49800000000002,95,100,1.0
451,Belmonte,BR,-15.86,-38.88,75.46999999999997,88,1,1.5
452,Genhe,CN,50.78,121.52,10.435999999999968,68,2,1.15
453,Ust-Maya,RU,60.42,134.53,-13.845999999999997,94,100,1.08
454,Paranhos,BR,-23.89,-55.43,78.11600000000001,87,100,1.35
455,Okha,RU,53.57,142.95,7.375999999999987,86,100,3.04
456,Garoowe,SO,8.41,48.48,69.81799999999998,82,100,4.52
457,Whitehorse,CA,60.72,-135.05,30.272000000000038,68,75,8.2
458,Beinamar,TD,8.67,15.38,68.97200000000004,21,10,1.99
459,Potenza,IT,40.64,15.81,35.86999999999996,80,40,3.6
460,Kerman,IR,30.28,57.08,44.86999999999996,48,100,2.1
461,Half Moon Bay,US,37.46,-122.43,57.469999999999956,93,1,1.5
462,Sousa,BR,-6.76,-38.23,77.82799999999997,74,100,2.2
463,Basco,PH,20.45,121.97,70.98800000000006,70,99,9.65
464,Avera,US,33.19,-82.53,53.86999999999996,88,90,5.1
465,Vuktyl,RU,63.86,57.31,29.44399999999997,94,94,4.13
466,Ternate,ID,0.8,127.4,87.584,54,13,2.78
467,Mumbwa,ZM,-14.98,27.06,66.21799999999999,98,95,2.15
468,Palmer,US,42.16,-72.33,30.46999999999996,42,1,7.2
469,Wad Rawah,SD,15.16,33.14,64.79600000000005,29,32,6.95
470,Northam,GB,51.03,-4.22,49.26199999999996,92,100,4.92
471,Gemunden,DE,50.05,9.7,44.27599999999999,83,100,2.24
472,Alofi,NU,-19.06,-169.92,80.86999999999996,78,75,7.2
473,Kaeo,NZ,-35.1,173.78,79.26799999999999,66,67,4.47
474,Katsuura,JP,35.13,140.3,56.26400000000004,57,75,2.1
475,Koindu,GN,8.44,-10.33,71.79800000000003,97,38,1.2
476,Gold Coast,AU,-28.0,153.43,92.26400000000004,59,5,10.13
477,Phuket,TH,8.0,98.25,84.46999999999997,62,20,3.6
478,Westport,US,41.14,-73.36,36.266000000000005,43,1,3.6
479,Aragarcas,BR,-15.9,-52.25,73.292,91,100,0.85
480,Muisne,EC,0.6,-80.03,77.19800000000004,92,89,1.2
481,Chengde,CN,40.97,117.94,32.251999999999974,67,68,0.57
482,Ambilobe,MG,-13.2,49.05,75.50600000000003,93,53,1.69
483,Kawalu,ID,-7.38,108.21,83.69600000000005,67,0,0.47
484,Pampa,US,35.54,-100.96,44.86999999999996,56,90,2.6
485,Atasu,KZ,48.68,71.64,11.659999999999979,60,14,1.58
486,Warrington,GB,53.39,-2.58,50.26999999999996,93,75,7.2
487,Dubbo,AU,-32.25,148.62,77.26999999999995,27,0,6.7
488,Saint-Ambroise,CA,48.55,-71.33,-3.7299999999999898,58,75,8.2
489,Pachino,IT,36.72,15.09,47.26400000000003,93,0,1.5
490,Shakawe,BW,-18.37,21.85,66.52400000000002,97,97,1.3
491,Antofagasta,CL,-23.65,-70.4,68.26999999999995,82,90,3.1
492,Aberdeen,GB,57.14,-2.1,45.266000000000005,93,100,2.6
493,Turbat,PK,26.0,63.04,64.68800000000005,22,56,3.05
494,Nioro,GM,13.35,-15.75,70.57400000000001,35,55,1.55
495,Tuatapere,NZ,-46.13,167.68,73.11199999999997,45,100,2.6
496,Beloha,MG,-25.17,45.05,71.76199999999996,91,0,3.14
497,Rosita,NI,13.93,-84.4,70.25,96,12,1.29
498,Richards Bay,ZA,-28.78,32.04,75.68599999999998,87,0,2.21
499,Chimbote,PE,-9.09,-78.58,74.58800000000005,70,99,1.75
500,Ikungi,TZ,-5.13,34.77,60.42200000000004,96,44,0.57
501,Udachny,RU,66.42,112.4,3.46999999999996,91,56,3.0
502,Gander,CA,48.97,-54.59,26.86999999999996,63,40,7.2
503,Portland,US,45.52,-122.68,50.26999999999996,36,1,8.2
504,Hervey Bay,AU,-25.3,152.85,95.26999999999995,52,40,2.6
505,Pyinmana,MM,19.73,96.22,83.174,23,62,2.21
506,Funehiki,JP,37.43,140.58,49.26199999999996,45,75,4.6
507,Luwuk,ID,-0.95,122.79,81.03200000000001,78,100,2.95
508,Olafsvik,IS,64.89,-23.71,34.73599999999997,82,100,20.63
509,Dakar,SN,14.69,-17.44,75.46999999999997,83,100,5.1
510,Swinoujscie,PL,53.91,14.25,40.26199999999996,86,75,4.1
511,Pangnirtung,CA,66.15,-65.71,-31.828000000000017,87,3,0.45
512,Corinth,GR,37.94,22.96,55.274000000000015,93,40,2.44
513,Thaton,MM,16.92,97.37,86.99000000000002,36,91,1.2
514,Pillaro,EC,-1.17,-78.53,55.274000000000015,87,75,3.6
515,Santa Maria,BR,-29.68,-53.81,66.46999999999997,100,36,1.0
516,Oranjemund,NA,-28.55,16.43,66.86600000000001,89,98,3.01
517,Biggar,GB,55.62,-3.52,50.26999999999996,87,75,10.8
518,Khorixas,NA,-20.37,14.97,69.98000000000005,53,41,1.34
519,Mbalmayo,CM,3.52,11.5,71.86999999999996,94,75,1.05
520,Cockburn Town,TC,21.46,-71.14,78.16999999999996,78,0,8.37
521,Taoudenni,ML,22.68,-3.98,66.63200000000002,13,80,2.56
522,Bilma,NE,18.69,12.92,60.92599999999999,30,0,3.54
523,Chicama,PE,-7.84,-79.15,73.66999999999996,83,75,5.1
524,Lianhe,CN,47.13,129.27,19.66999999999996,63,26,3.32
525,Kihei,US,20.79,-156.47,73.66999999999996,73,40,9.3
526,Mitsamiouli,KM,-11.38,43.28,84.308,71,96,0.47
527,Sivaki,RU,52.63,126.75,2.3359999999999665,80,0,3.3
528,Kshenskiy,RU,51.84,37.71,31.064000000000032,89,96,2.12
529,Gladstone,AU,-23.85,151.25,96.27799999999996,59,75,2.6
530,Datong,CN,40.09,113.29,37.20199999999998,27,100,2.35
531,Correntina,BR,-13.34,-44.64,68.18000000000004,94,0,0.63
532,Hofn,IS,64.25,-15.21,41.75600000000003,88,94,8.54
533,Qaqortoq,GL,60.72,-46.03,7.069999999999958,46,100,4.1
534,Machacamarca,BO,-18.17,-67.03,53.76199999999996,67,84,1.85
